207.079, 129.396, 8.293, 18.095 False
206.526, 129.399, 8.294, 18.162 False
205.973, 129.402, 8.294, 18.229 False
205.420, 129.404, 8.294, 18.296 False
204.867, 129.407, 8.295, 18.363 False
204.314, 129.410, 8.295, 18.430 False
203.761, 129.413, 8.295, 18.497 False
203.208, 129.416, 8.296, 18.564 False
202.655, 129.419, 8.296, 18.631 False
202.102, 129.422, 8.296, 18.698 False
201.549, 129.425, 8.297, 18.765 False
200.996, 129.428, 8.297, 18.832 False
200.443, 129.431, 8.297, 18.899 False
199.890, 129.434, 8.298, 18.966 False
199.336, 129.437, 8.298, 19.033 False
198.783, 129.440, 8.298, 19.100 False
198.230, 129.443, 8.299, 19.167 False
197.677, 129.446, 8.299, 19.234 False
197.123, 129.449, 8.299, 19.301 False
196.570, 129.451, 8.299, 19.368 False
196.017, 129.454, 8.300, 19.435 False
195.464, 129.457, 8.300, 19.502 False
194.910, 129.460, 8.300, 19.569 False
194.357, 129.463, 8.301, 19.636 False
193.803, 129.465, 8.301, 19.703 False
193.250, 129.468, 8.301, 19.770 False
192.697, 129.471, 8.301, 19.837 False
192.143, 129.473, 8.302, 19.904 False
191.590, 129.476, 8.302, 19.971 False
191.036, 129.478, 8.302, 20.038 False
190.483, 129.481, 8.303, 20.105 False
189.929, 129.483, 8.303, 20.172 False
189.376, 129.485, 8.303, 20.239 False
188.822, 129.487, 8.303, 20.306 False
188.269, 129.489, 8.304, 20.373 False
187.715, 129.491, 8.304, 20.440 False
187.161, 129.493, 8.304, 20.507 False
186.608, 129.495, 8.304, 20.574 False
186.054, 129.497, 8.305, 20.641 False
185.501, 129.499, 8.305, 20.708 False
184.947, 129.500, 8.305, 20.775 False
184.393, 129.502, 8.305, 20.842 False
183.839, 129.504, 8.306, 20.909 False
183.286, 129.505, 8.306, 20.976 False
182.732, 129.507, 8.306, 21.043 False
182.178, 129.508, 8.306, 21.110 False
181.625, 129.509, 8.307, 21.177 False
181.071, 129.510, 8.307, 21.244 False
180.517, 129.512, 8.307, 21.311 False
179.963, 129.513, 8.307, 21.378 False
179.409, 129.514, 8.308, 21.445 False
178.855, 129.515, 8.308, 21.512 False
178.302, 129.516, 8.308, 21.579 False
177.748, 129.516, 8.308, 21.646 False
177.194, 129.517, 8.308, 21.713 False
176.640, 129.518, 8.309, 21.780 False
176.086, 129.519, 8.309, 21.847 False
175.532, 129.519, 8.309, 21.914 False
174.978, 129.520, 8.309, 21.981 False
174.424, 129.520, 8.309, 22.048 False
173.870, 129.521, 8.310, 22.115 False
173.316, 129.521, 8.310, 22.182 False
172.762, 129.521, 8.310, 22.249 False
172.208, 129.522, 8.310, 22.316 False
171.654, 129.522, 8.310, 22.383 False
171.100, 129.522, 8.311, 22.450 False
170.546, 129.523, 8.311, 22.517 False
169.992, 129.523, 8.311, 22.584 False
169.438, 129.523, 8.311, 22.651 False
168.884, 129.523, 8.311, 22.718 False
168.330, 129.523, 8.312, 22.785 False
167.776, 129.523, 8.312, 22.852 False
167.221, 129.523, 8.312, 22.919 False
166.668, 129.523, 8.295, 22.986 False
166.118, 129.523, 8.230, 23.053 False
165.575, 129.523, 8.098, 23.120 False
165.046, 129.523, 7.866, 23.187 False
164.536, 129.523, 7.564, 23.254 False
164.047, 129.523, 7.221, 23.321 False
163.583, 129.523, 6.858, 23.388 False
163.142, 129.523, 6.503, 23.455 False
162.723, 129.523, 6.180, 23.522 False
162.324, 129.523, 5.905, 23.589 False
161.939, 129.523, 5.689, 23.656 False
161.566, 129.523, 5.533, 23.723 False
161.200, 129.522, 5.433, 23.790 False
160.839, 129.522, 5.376, 23.857 False
160.482, 129.522, 5.317, 23.924 False
160.129, 129.522, 5.268, 23.991 False
159.778, 129.522, 5.235, 24.058 False
159.429, 129.522, 5.217, 24.125 False
159.080, 129.522, 5.218, 24.192 False
158.731, 129.522, 5.246, 24.259 False
158.378, 129.522, 5.301, 24.326 False
158.020, 129.521, 5.393, 24.393 False
157.654, 129.521, 5.513, 24.460 False
157.280, 129.521, 5.654, 24.527 False
156.896, 129.521, 5.800, 24.594 False
156.503, 129.521, 5.930, 24.661 False
156.103, 129.521, 6.025, 24.728 False
155.700, 129.521, 6.076, 24.795 False
155.295, 129.520, 6.087, 24.862 False
154.890, 129.520, 6.066, 24.929 False
154.489, 129.520, 6.017, 24.996 False
154.092, 129.520, 5.946, 25.063 False
153.700, 129.520, 5.857, 25.130 False
153.315, 129.520, 5.756, 25.197 False
152.936, 129.520, 5.652, 25.264 False
152.564, 129.520, 5.551, 25.331 False
152.199, 129.519, 5.463, 25.398 False
151.837, 129.519, 5.400, 25.465 False
151.479, 129.519, 5.364, 25.532 False
151.121, 129.519, 5.364, 25.599 False
150.762, 129.519, 5.399, 25.666 False
150.398, 129.519, 5.465, 25.733 False
150.029, 129.519, 5.554, 25.800 False
149.654, 129.519, 5.653, 25.867 False
149.273, 129.518, 5.748, 25.934 False
148.886, 129.518, 5.826, 26.001 False
148.495, 129.518, 5.879, 26.068 False
148.102, 129.518, 5.903, 26.135 False
147.709, 129.518, 5.899, 26.202 False
147.318, 129.518, 5.868, 26.269 False
146.929, 129.518, 5.816, 26.336 False
146.545, 129.518, 5.749, 26.403 False
146.166, 129.517, 5.675, 26.470 False
145.791, 129.517, 5.607, 26.537 False
145.420, 129.517, 5.552, 26.604 False
145.051, 129.517, 5.522, 26.671 False
144.683, 129.517, 5.520, 26.738 False
144.314, 129.517, 5.549, 26.805 False
143.941, 129.517, 5.603, 26.872 False
143.564, 129.517, 5.675, 26.939 False
143.182, 129.517, 5.755, 27.006 False
142.795, 129.516, 5.831, 27.073 False
142.403, 129.516, 5.892, 27.140 False
142.009, 129.516, 5.930, 27.207 False
141.613, 129.516, 5.943, 27.274 False
141.217, 129.516, 5.931, 27.341 False
140.824, 129.516, 5.896, 27.408 False
140.434, 129.516, 5.840, 27.475 False
140.048, 129.516, 5.768, 27.542 False
139.668, 129.515, 5.685, 27.609 False
139.293, 129.515, 5.602, 27.676 False
138.924, 129.515, 5.527, 27.743 False
138.558, 129.515, 5.470, 27.810 False
138.195, 129.515, 5.440, 27.877 False
137.832, 129.515, 5.440, 27.944 False
137.467, 129.515, 5.473, 28.011 False
137.099, 129.515, 5.533, 28.078 False
136.727, 129.515, 5.613, 28.145 False
136.348, 129.514, 5.701, 28.212 False
135.964, 129.514, 5.785, 28.279 False
135.575, 129.514, 5.853, 28.346 False
135.183, 129.514, 5.897, 28.413 False
134.789, 129.514, 5.915, 28.480 False
134.395, 129.514, 5.907, 28.547 False
134.003, 129.514, 5.874, 28.614 False
133.615, 129.514, 5.819, 28.681 False
133.231, 129.514, 5.739, 28.748 False
132.854, 129.514, 5.626, 28.815 False
132.486, 129.514, 5.476, 28.882 False
132.131, 129.513, 5.267, 28.949 False
131.792, 129.513, 5.013, 29.016 False
131.471, 129.513, 4.708, 29.083 False
131.172, 129.513, 4.391, 29.150 False
130.894, 129.513, 4.077, 29.217 False
130.636, 129.513, 3.777, 29.284 False
130.396, 129.513, 3.500, 29.351 False
130.174, 129.513, 3.244, 29.418 False
129.968, 129.513, 3.007, 29.485 False
129.776, 129.513, 2.789, 29.552 False
129.598, 129.513, 2.586, 29.619 False
129.433, 129.512, 2.399, 29.686 False
129.280, 129.512, 2.225, 29.753 False
129.138, 129.512, 2.064, 29.820 False
129.006, 129.512, 1.915, 29.887 False
128.884, 129.512, 1.777, 29.954 False
128.770, 129.512, 1.649, 30.021 False
128.665, 129.512, 1.530, 30.088 False
128.567, 129.512, 1.420, 30.155 False
128.476, 129.512, 1.318, 30.222 False
128.392, 129.512, 1.223, 30.289 False
128.314, 129.512, 1.135, 30.356 False
128.241, 129.512, 1.054, 30.423 False
128.174, 129.512, 0.978, 30.490 False
128.111, 129.512, 0.908, 30.557 False
128.053, 129.512, 0.843, 30.624 False
127.999, 129.512, 0.782, 30.691 False
127.949, 129.512, 0.726, 30.758 False
127.903, 129.512, 0.674, 30.825 False
127.860, 129.512, 0.625, 30.892 False
127.820, 129.512, 0.581, 30.959 False
127.782, 129.512, 0.539, 31.026 False
127.748, 129.511, 0.500, 31.093 False
127.720, 129.512, 0.401, 31.160 False
127.698, 129.512, 0.329, 31.227 False
127.679, 129.512, 0.273, 31.294 False
127.664, 129.512, 0.207, 31.361 False
127.649, 129.512, 0.222, 31.428 False
127.629, 129.512, 0.345, 31.495 False
127.596, 129.512, 0.540, 31.562 False
127.551, 129.512, 0.738, 31.629 False
127.484, 129.512, 1.123, 31.696 False
127.391, 129.512, 1.487, 31.763 False
127.276, 129.513, 1.821, 31.830 False
127.140, 129.513, 2.149, 31.897 False
126.982, 129.513, 2.474, 31.964 False
126.803, 129.513, 2.799, 32.031 False
126.602, 129.513, 3.125, 32.098 False
126.380, 129.513, 3.451, 32.165 False
126.136, 129.513, 3.775, 32.232 False
125.871, 129.514, 4.096, 32.299 False
125.584, 129.514, 4.413, 32.366 False
125.277, 129.514, 4.727, 32.433 False
124.949, 129.514, 5.036, 32.500 False
124.600, 129.515, 5.336, 32.567 False
124.233, 129.515, 5.603, 32.634 False
123.851, 129.515, 5.821, 32.701 False
