325.74, 129.49, 11.5
323.74, 129.49, 11.5
320.74, 129.49, 11.5
317.74, 129.49, 11.5
314.7366565542898, 129.49, 11.5
311.5308707310719, 129.49, 11.5
308.553819381099, 129.49, 11.5
305.4098083408674, 129.49, 11.5
302.3978918874446, 129.49, 11.5
299.2984555905634, 129.49000000000004, 11.5
296.16640188487537, 132.49, 11.5
293.05010538113737, 132.49, 11.5
289.99201255146875, 132.48999999999998, 11.5
286.7965468214806, 132.49, 11.5
283.71231693181693, 132.49, 11.5
280.52103947568963, 132.48999999999998, 11.5
277.4849797761341, 132.49, 11.5
274.3667032278005, 132.49000000000004, 11.5
271.1705275645415, 132.49, 11.5
267.90077052020985, 132.49, 11.5
264.8425416781119, 129.49000000000004, 11.5
261.7294378869366, 129.49, 11.5
258.56478490117365, 129.48999999999998, 11.5
255.35190847531246, 129.49000000000004, 11.5
252.09413436384253, 129.48999999999998, 11.5
248.7947883212536, 129.49, 11.5
245.76210654293126, 129.49, 11.5
242.7003150427434, 129.49, 11.5
239.61191250926217, 129.49, 11.5
236.49939763105968, 129.49, 11.5
233.36526909670815, 129.49, 11.5
230.2120255947796, 129.49, 11.5
227.04216581384628, 129.49, 11.5
223.8581884424803, 129.48999999999998, 11.5
220.6625921692539, 129.49, 11.5
217.45787568273906, 129.49, 11.5
214.24653767150807, 129.49, 11.5
211.03107682413304, 129.49, 11.5
207.81399182918608, 129.49, 11.5
204.59778137523938, 129.49, 11.5
201.38494415086512, 129.49, 11.5
198.17797884463536, 129.49, 11.5
194.97938414512234, 129.49, 11.5
191.79165874089816, 129.49, 11.5
188.61730132053498, 129.49, 11.5
185.45881057260493, 129.49, 11.5
182.31868518568018, 129.49, 11.5
179.19942384833288, 129.49, 11.5
176.10352524913523, 129.49, 11.5
173.03348807665924, 129.49, 11.5
169.99181101947715, 129.49, 11.5
166.98099276616117, 129.49, 11.5
163.7077167907897, 129.49, 11.5
160.478129135758, 129.49, 11.5
157.29555555555555, 129.49, 11.5
154.1633218046719, 129.49, 11.5
151.08475363759663, 129.49, 11.5
148.0631768088192, 129.49, 11.5
144.83581751217983, 129.49, 11.5
141.68455827469384, 129.49, 11.5
138.6137168302139, 129.49, 11.5
135.3827289659537, 129.49, 11.5
132.25667727631378, 129.49, 11.5
129.24105138008719, 129.49, 11.5
126.12324489092134, 129.49, 11.5
122.93970867770679, 129.49, 11.5
119.92680166036291, 129.49, 11.5
116.91060714638834, 129.49, 11.5
113.77365631681515, 129.49, 11.5
110.77232008833705, 129.49, 11.5
107.71686209928843, 129.49, 11.5
104.6201459041549, 129.49, 11.5
101.57073218980358, 129.49, 11.5
98.59145411423182, 129.2165009808662, 2.5
95.98053169874164, 127.76008439329676, 2.5
93.87839571268933, 125.6244154397072, 2.5
92.50902746046805, 122.97399335677424, 2.5
92.34, 119.9864950891788, 2.5
92.33999999999999, 116.95526231432126, 2.5
92.34, 113.95446054040404, 2.5
92.34, 110.95149021533686, 2.5
92.34000000000002, 107.92160244265226, 2.5
92.33999999999999, 104.88363968121823, 2.5
92.33999999999999, 101.8751465033557, 2.5
92.34, 98.83318240992573, 2.5
92.34, 95.80786398036702, 2.5
92.34, 92.77011963753381, 2.5
92.34, 89.7434349525061, 2.5
92.34, 86.73282105965863, 2.5
